Country,Year,Yearly Average Temperature,Nitrogen Oxide,Sulphur Dioxide,Carbon Monoxide,Organic Carbon,NMVOCs,Black Carbon,Ammonia
South Korea,1975,12.615,250402.74,905170.68,473551.37,72507.06,154748.22,45115.48,320417.87
Spain,1975,13.374249999999998,990654.54,2318280.33,2156123.0,22887.31,634293.08,17547.14,364457.43
Sri Lanka,1975,26.97066666666667,49584.17,27938.08,839546.71,49612.68,196243.29,12750.16,85339.56
Sudan,1975,27.023,60720.46,25524.05,1540404.41,34744.64,282085.82,10913.29,153486.6
Suriname,1975,26.041750000000004,8929.66,3393.4,26924.81,1005.44,5911.14,368.82,2515.63
Sweden,1975,4.0616666666666665,263932.99,649002.82,950115.73,10210.68,306195.19,9257.25,90551.86
Switzerland,1975,7.44725,218810.47,155300.45,1027615.07,6917.28,281064.35,6673.9,97818.46
Syria,1975,18.04075,55594.63,44179.07,184372.42,2960.81,172704.19,5136.11,25082.74
Taiwan,1975,22.371,136675.08,566873.16,464324.51,20094.24,201802.16,12081.82,105727.68
Tajikistan,1975,3.8556666666666666,69619.95,70148.81,397631.68,13989.51,90316.45,2799.82,10927.13
Tanzania,1975,22.27825,41581.68,9725.54,1916972.8,87333.85,284611.14,23594.04,128022.9
Thailand,1975,26.1565,173476.49,288369.77,4902295.95,66715.24,841394.51,27264.08,376890.59
Togo,1975,26.71475,5179.95,1226.87,177197.92,5271.15,41159.87,1594.41,13535.22
Tonga,1975,23.981166666666667,346.2,298.15,1265.11,155.73,467.04,46.64,528.26
Tunisia,1975,19.744416666666663,31325.48,40771.03,186065.09,6681.78,84752.37,3177.44,25925.68
Turkey,1975,11.70225,400632.77,706031.47,2174333.53,78155.28,776473.2,23423.77,407988.55
Turkmenistan,1975,15.44025,201236.43,192649.39,333306.82,6254.96,86977.41,3832.24,9182.06
Uganda,1975,23.04975,36371.64,8677.95,1423510.18,44472.99,245402.04,12241.1,83823.89
Ukraine,1975,9.365166666666669,2122893.28,5440485.87,6003097.36,158483.66,1913813.63,70376.66,1065254.84
United Arab Emirates,1975,27.606250000000003,44409.92,15740.74,180765.73,1300.12,643698.72,5489.31,1410.32
United Kingdom,1975,9.077916666666669,2784592.32,5042476.61,7996081.46,48901.91,2052279.89,51676.5,410009.76
United States,1975,8.431,24579698.36,26301377.53,162504676.3,595398.83,27354428.33,365693.38,2932685.72
Uruguay,1975,17.568583333333333,41029.38,50539.69,219660.67,6166.96,39229.31,2572.5,75851.26
Uzbekistan,1975,13.097833333333334,412391.33,1340715.06,1423024.16,28796.1,131708.63,8127.09,34727.38
Venezuela,1975,25.03725,274256.51,499493.52,3614623.0,12867.56,1414539.62,9343.86,114312.82
Vietnam,1975,23.987666666666662,129794.25,99704.44,5565107.49,122650.71,1107566.87,36921.94,461496.82
Western Sahara,1975,22.164416666666668,197.26,30.44,325.83,333.69,227.2,86.66,970.38
Yemen,1975,25.695166666666665,15818.98,8317.79,98159.5,1036.96,32350.99,797.77,24589.02
Zambia,1975,21.109416666666668,29820.74,1485796.81,929691.56,22739.17,132933.25,7171.74,42144.14
Zimbabwe,1975,20.8335,48178.75,144782.36,852196.16,51003.85,154988.61,15683.03,72314.69
Afghanistan,1976,13.708583333333335,295974.98,9709.31,565855.61,20606.51,237776.48,6389.42,78474.0
Africa,1976,23.911916666666663,2338751.93,4633708.65,38812370.66,1430387.69,9559328.39,484851.45,2863801.5
Albania,1976,12.03625,23760.72,63800.27,215490.17,10991.8,45740.48,1699.74,27024.0
Algeria,1976,22.35675,102733.55,58981.99,442983.74,41413.31,684483.78,37259.71,47210.85
American Samoa,1976,26.721083333333336,220.06,478.98,571.35,27.15,200.46,12.34,114.23
Angola,1976,21.44741666666667,27806.79,17096.89,824379.72,32535.7,221752.41,10346.58,54996.09
Argentina,1976,14.44025,636864.04,302471.52,2195330.66,35193.36,511526.73,26890.82,419240.77
Armenia,1976,8.345083333333333,59615.25,82543.29,311256.59,5358.48,82849.56,1726.73,17034.09
Aruba,1976,27.81008333333333,815.57,539273.03,3314.6,93.41,757.57,77.15,162.94
Asia,1976,7.110916666666667,17700647.96,25643804.37,214995039.1,4883919.43,39596533.84,2183542.42,18771216.71
Australia,1976,21.193416666666668,1042195.78,1401698.96,4352841.73,35041.02,1087727.24,24450.99,420587.7
Austria,1976,6.416083333333333,225578.94,345476.42,1216765.37,10077.95,378187.29,5404.23,71494.7
Azerbaijan,1976,10.942,141470.74,190131.84,294100.92,25908.44,139271.58,6580.25,58517.26
Bahamas,1976,25.159333333333336,24216.22,9515.17,49049.55,255.58,7865.19,326.5,852.54
Bahrain,1976,25.71483333333333,14037.24,4360.66,47405.19,120.85,63902.77,304.74,400.46
Bangladesh,1976,25.202166666666667,106368.22,56856.43,1392428.22,60537.67,365686.74,20922.27,464990.8
Barbados,1976,26.287333333333333,4288.91,816.1,6771.85,260.38,2655.02,70.21,1272.65
Belarus,1976,4.84675,359216.91,595664.32,1492225.15,15834.55,834966.57,14239.21,269329.68
Belgium,1976,10.368,429672.85,820986.1,1744581.72,12466.8,349939.48,11963.5,95382.32
Belize,1976,24.829416666666663,2423.48,288.13,11933.29,237.65,2910.98,48.86,970.54
Benin,1976,26.961,9190.21,1544.81,262958.49,13444.0,55475.65,3698.2,21442.42
Bhutan,1976,12.259333333333332,7490.62,1628.82,165420.53,667.36,27921.08,177.49,25491.72
Bolivia,1976,20.828916666666668,26801.37,13937.56,362445.67,4282.64,78995.42,1773.33,47418.71
Botswana,1976,21.144250000000003,2601.28,14187.98,66593.71,4977.27,13547.03,1306.33,21003.91
Brazil,1976,24.719000000000005,1337927.4,1085968.11,10751391.88,420021.39,2285352.1,141338.02,1507840.82
British Virgin Islands,1976,26.15183333333333,124.8,40.07,207.1,16.45,78.98,4.08,66.71
Bulgaria,1976,9.8835,235892.1,2205801.39,728048.01,18546.16,517944.76,8924.3,177809.72
Burkina Faso,1976,27.77083333333333,12458.25,2573.82,569368.97,26912.35,100773.33,7132.85,41932.89
Burundi,1976,20.092,5859.64,1288.13,290711.72,14598.29,52429.48,4036.09,18913.04
Cambodia,1976,26.647666666666662,17031.75,5634.03,628358.55,19711.4,117342.96,4975.2,63319.12
Cameroon,1976,24.294083333333333,18754.36,6992.96,599068.45,37696.06,118746.91,10425.05,51112.33
Canada,1976,-4.790416666666667,2636148.31,5183716.7,12666667.43,63103.46,2993262.96,26066.94,333682.79
Cape Verde,1976,24.043833333333332,529.27,533.71,4231.47,735.4,1397.03,261.59,763.58
Cayman Islands,1976,26.802916666666665,356.36,105.49,485.17,12.37,139.88,5.39,58.59
Central African Republic,1976,25.28616666666667,4493.09,1199.42,193727.21,8615.88,34987.53,2350.89,14386.72
Chad,1976,27.48775,9091.66,1977.4,258295.87,17236.97,44114.33,4710.8,34521.87
Chile,1976,9.34525,100656.88,1890118.11,1050278.91,25443.52,205147.21,8680.04,73626.65
China,1976,6.471166666666666,4078149.93,9293237.27,116295860.6,1840832.73,12358154.5,1004692.67,7781088.7
Colombia,1976,24.773666666666667,214885.42,135303.75,2873911.05,66570.38,520396.84,21065.82,243198.33
Comoros,1976,25.69475,583.06,325.22,5723.15,1269.22,1497.08,339.99,982.56
Congo,1976,24.259666666666664,11815.65,3996.61,126788.11,3890.09,47002.83,1792.87,6175.94
Costa Rica,1976,25.77925,21954.14,9491.52,218241.73,8712.19,37721.47,2649.45,23836.13
Croatia,1976,11.041583333333334,92407.01,488766.73,637060.55,22783.96,135702.27,3061.77,74946.98
Cuba,1976,25.50258333333333,248390.09,293415.38,1572395.45,27483.49,338130.48,9694.82,108538.35
Cyprus,1976,18.576083333333333,9782.11,22054.15,22096.01,666.27,10892.63,455.76,3801.46
Denmark,1976,-17.499750000000002,310488.56,434083.51,972466.25,4220.54,203143.76,6743.17,131460.18
Djibouti,1976,28.716000000000005,3247.8,1404.54,22185.94,1110.68,4758.04,352.36,1351.69
Dominica,1976,25.95125,260.33,50.0,1216.07,69.28,454.39,13.71,367.81
Dominican Republic,1976,25.4905,73974.99,47880.51,692554.96,13083.76,125411.72,3531.94,41211.56
Ecuador,1976,21.98025,59873.93,37011.58,700959.24,16716.43,176930.4,5533.56,71813.87
Egypt,1976,22.860916666666668,171004.55,262513.0,718416.94,32775.58,343472.45,11707.75,152727.65
El Salvador,1976,24.91125,28915.87,16336.71,631913.41,13400.77,112610.03,3663.59,45499.72
Equatorial Guinea,1976,24.65075,612.3,432.05,22348.94,989.88,3862.88,286.78,1010.3
Eritrea,1976,26.800666666666668,2332.43,271.94,93286.61,4922.26,17282.62,1316.0,14142.69
Estonia,1976,3.81075,63819.88,216047.9,211036.2,9734.8,54484.81,3460.46,20178.55
Ethiopia,1976,22.999916666666667,106135.4,14434.29,3996041.69,147223.07,792780.73,41426.43,310981.5
Europe,1976,7.636333333333333,25966538.72,57138489.14,95872808.73,1573150.96,27002093.37,970154.09,9434905.08
Fiji,1976,25.42308333333333,10534.04,4298.61,17995.95,924.69,5789.54,319.16,3875.18
Finland,1976,0.4130000000000002,349401.68,390955.3,562686.65,26304.43,179899.69,8721.29,47031.56
France,1976,13.278333333333334,2146263.3,3177238.55,12779196.31,88369.7,2649201.65,59962.87,750693.04
French Guiana,1976,25.775333333333336,1072.36,424.38,3092.89,218.29,783.96,64.28,210.74
French Polynesia,1976,26.07033333333333,3791.51,2424.65,11071.48,372.61,3025.75,120.48,494.01
Gabon,1976,23.909333333333336,10225.84,12715.39,117253.4,7580.83,103931.71,3605.94,5459.67
Gambia,1976,27.25925,1040.62,721.56,23143.64,2288.49,4060.41,635.06,2949.67
Georgia,1976,7.7195,113450.83,120184.9,534730.54,18120.01,129122.58,4037.5,45028.59
Germany,1976,8.6505,2682141.52,8468146.59,11694119.61,122660.37,3302213.39,97061.77,817618.28
Ghana,1976,26.380333333333336,21717.47,13687.61,817177.18,25940.72,139123.94,7938.73,43508.12
Greece,1976,14.2085,224624.06,424168.9,861024.94,5938.61,205633.76,4033.3,88343.79
Greenland,1976,-18.02533333333333,7.83,4.01,1.9,0.0,223.82,0.0,96.85
Grenada,1976,26.68125,519.64,87.25,1859.28,156.57,609.95,29.31,346.95
Guadeloupe,1976,26.157833333333333,3937.06,782.12,6070.22,412.21,2107.77,93.48,1377.67
Guam,1976,26.968416666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guatemala,1976,22.982916666666668,50271.03,21768.44,740069.88,38092.53,140399.77,9824.71,49278.04
Guinea,1976,25.244333333333334,14416.19,6384.82,450327.7,18952.24,79066.91,5278.22,26563.96
Guyana,1976,26.00408333333333,16737.33,2952.45,49709.88,3519.9,13891.92,854.27,7532.63
Haiti,1976,26.32225,14950.31,5140.45,453406.48,18554.96,88971.69,4977.88,44655.36
Honduras,1976,24.67425,20216.34,9719.28,338784.77,16969.84,69682.54,4554.01,29862.31
Hong Kong,1976,22.52191666666667,66543.35,37651.02,83066.57,1141.03,35945.0,2392.21,8989.13
Hungary,1976,9.574083333333332,280042.38,1330051.63,1250627.88,26871.63,248077.53,11369.1,186133.35
Iceland,1976,2.119166666666666,20755.55,35138.03,33340.78,192.43,9215.01,446.49,4217.75
India,1976,24.199583333333333,1693048.98,1577167.13,31266560.37,1411452.2,5676305.5,466394.44,4863583.64
Indonesia,1976,25.780833333333334,298065.23,285471.03,7595320.52,371310.73,2435922.86,111459.0,897763.41
Iran,1976,17.35291666666667,398580.39,1027062.85,1755186.75,11073.43,2640641.81,30867.36,202077.41
Iraq,1976,21.57025,124801.32,131659.37,444370.75,3777.69,980224.54,9705.31,52164.59
Ireland,1976,9.861583333333334,101112.58,195698.64,317392.63,9392.94,104737.43,2717.59,114855.18
Israel,1976,19.60858333333333,92520.04,194529.23,261720.73,1260.82,96471.71,2834.16,20775.13
Italy,1976,12.503166666666669,1475624.77,2709526.8,6061251.13,22692.32,1702387.83,27993.86,470534.65
Jamaica,1976,26.297083333333333,37983.13,74783.83,301575.88,2344.91,58388.27,1080.72,9477.49
Japan,1976,11.7475,5446478.95,1971567.8,9992731.51,58659.66,1573376.54,96213.39,574829.56
Jordan,1976,19.229833333333332,17171.94,13469.17,78231.84,454.34,25548.8,787.36,6603.81
Kazakhstan,1976,4.447166666666667,898645.87,3593080.07,2056622.79,36206.11,303150.4,32394.65,47440.83
Kenya,1976,24.313333333333333,50727.85,37045.84,1330084.8,32662.08,284001.02,10929.01,124431.4
Kiribati,1976,26.55225,364.81,304.31,986.82,86.65,351.48,28.91,185.06
Kuwait,1976,24.96466666666667,58898.68,45549.67,247909.18,1080.81,826440.16,3769.46,4165.84
Kyrgyzstan,1976,3.0085833333333327,111466.0,113872.75,630846.33,13505.21,100787.44,2705.05,10770.92
Laos,1976,23.52325,19646.12,15813.73,215087.09,5584.47,44955.58,1447.72,39652.87
Latvia,1976,4.35025,104516.54,132674.22,619723.56,11937.55,90477.17,3653.41,40305.87
Lebanon,1976,17.479000000000003,30503.86,43138.85,250061.77,1468.22,65543.36,518.68,8414.37
Lesotho,1976,13.428,2126.5,249.12,98540.52,5106.04,18892.17,1334.16,9670.42
Liberia,1976,25.16091666666667,14036.92,9204.64,231707.72,7303.36,38531.81,2445.11,9627.57
Libya,1976,22.315,62483.16,41891.03,319399.53,5494.1,748202.97,14802.97,13777.57
Liechtenstein,1976,4.94675,0.46,0.06,4.69,0.65,1.01,0.08,28.68
Lithuania,1976,5.005583333333333,107673.9,190022.56,467302.5,7351.74,122447.25,4988.73,77237.47
Luxembourg,1976,10.090333333333335,36183.33,47590.82,518055.79,424.02,17842.43,557.15,4778.91
Madagascar,1976,22.862416666666665,19315.32,8074.35,409815.93,31328.76,76957.65,8870.5,73742.09
Malawi,1976,21.34083333333333,10048.3,5741.6,220718.95,23040.55,40025.49,6267.87,20884.7
Malaysia,1976,25.85408333333333,118110.5,172036.94,848428.36,20150.49,298853.79,9915.56,101919.67
Mali,1976,27.869,11149.0,3312.08,325216.17,27402.8,56938.46,7423.25,46911.57
Malta,1976,17.947750000000003,3321.73,7440.65,50308.3,46.72,3162.8,62.54,1019.76
Martinique,1976,25.95125,4107.78,1351.34,8624.89,702.38,2588.91,155.77,1465.65
Mauritania,1976,26.69725,5482.85,3600.0,59863.73,5606.45,12058.92,1727.06,16037.51
Mauritius,1976,23.84133333333333,17961.26,3452.95,162469.47,2942.54,11527.54,589.46,4438.46
Mexico,1976,20.145666666666667,857124.98,1744380.62,7647697.64,112538.33,1425629.2,48688.16,522673.73
Moldova,1976,8.193916666666667,105111.2,92053.83,296882.74,11664.03,90705.73,3157.78,51664.81
Mongolia,1976,-0.9320833333333336,50084.34,188.52,35767.74,3714.27,6884.29,1467.67,75866.59
Montenegro,1976,9.534583333333334,987.67,144.68,42941.14,2873.52,13993.38,747.02,1319.75
Montserrat,1976,26.208250000000003,82.29,18.1,153.51,16.71,55.95,3.44,107.12
Morocco,1976,17.034833333333335,78279.11,97519.95,398537.48,46448.15,120300.55,13910.77,84543.05
Mozambique,1976,23.49408333333333,32769.92,25069.71,1430089.51,20217.42,214339.81,5349.11,63714.97
Namibia,1976,19.94933333333333,2850.24,123402.93,27577.57,2070.94,6876.0,537.89,17643.29
Nepal,1976,15.13991666666667,45361.06,8874.77,951797.14,55077.49,197658.31,15436.89,131487.38
Netherlands,1976,10.16475,657529.26,347101.28,1381933.7,8237.82,483203.58,8876.22,184950.54
New Caledonia,1976,22.97658333333333,17911.69,22651.81,61265.81,373.52,14440.26,395.15,1278.93
New Zealand,1976,10.14175,107361.13,92918.47,564039.41,4783.36,110296.76,3315.28,104986.13
Nicaragua,1976,26.05816666666667,22900.09,16455.92,387877.09,11748.22,81367.28,3315.56,37233.12
Niger,1976,27.62216666666667,6932.78,620.85,156703.34,11384.41,39358.84,2932.45,45117.08
Nigeria,1976,26.809916666666663,230455.88,67448.15,7672956.71,219178.4,2171529.69,70482.3,395231.76
Niue,1976,25.06266666666667,33.06,34.28,231.23,11.57,64.29,3.07,25.17
North America,1976,2.2655,29961972.63,35646863.87,194629515.0,974306.25,33721751.07,508068.45,4254418.88
North Korea,1976,6.630166666666667,419474.74,354352.13,11366489.23,52987.67,473462.88,26181.81,85789.18
Norway,1976,0.2748333333333335,178179.09,139086.15,612108.03,3883.08,170330.73,3934.81,23988.97
Oceania,1976,21.0585,1212361.66,1543187.79,5247301.17,47410.41,1277614.17,30509.64,546895.48
Oman,1976,26.945000000000004,22212.34,13630.83,132622.26,959.55,276825.17,4188.28,2392.89
Pakistan,1976,20.374916666666667,305063.33,200170.86,3214056.92,164955.26,706668.24,51160.39,658087.74
Palau,1976,27.45025,10213.28,1031.67,56469.37,25.97,17916.72,17.59,56.6
Panama,1976,26.48625,29252.32,25352.97,317476.5,4293.73,58575.49,1405.14,15565.01
Papua New Guinea,1976,24.364166666666662,16715.48,14549.75,165732.25,4658.78,32834.38,1504.63,11067.63
Paraguay,1976,22.96433333333333,17089.88,5095.3,280377.68,15181.82,55740.29,4227.36,48099.46
Peru,1976,19.877916666666668,145332.77,999790.74,1690295.19,48956.98,324508.08,16014.18,121322.09
Philippines,1976,26.571,206205.12,653703.78,2990427.45,96115.33,616098.7,31288.63,256800.08
Poland,1976,7.143083333333333,1051836.0,3258701.06,4426300.86,128868.59,839659.51,68810.42,514704.88
Portugal,1976,14.590833333333334,118269.53,160660.01,384895.29,4150.9,193632.57,2924.56,63121.76
Puerto Rico,1976,25.28516666666667,13769.49,46972.85,29276.49,1528.84,18985.88,678.36,11424.68
Qatar,1976,26.61916666666667,22275.86,20531.85,85305.41,514.3,201839.65,2182.1,698.28
Reunion,1976,23.6035,5993.78,3999.52,15587.93,1454.51,5106.99,660.92,2400.32
Romania,1976,8.195583333333333,369688.47,1095536.68,1203864.42,56402.45,407539.34,13564.1,348678.46
Russia,1976,-5.927,6245959.21,12293521.05,20057625.8,525933.26,7135495.82,391241.5,2451356.64
Rwanda,1976,19.2815,6054.5,2559.92,236146.65,17776.71,40044.66,4944.92,16253.56
Saint Lucia,1976,26.48766666666667,848.68,159.08,3316.67,299.77,982.46,54.42,498.08
Samoa,1976,26.47833333333333,520.4,447.06,3254.84,240.98,1034.66,73.9,860.27
Saudi Arabia,1976,25.334333333333333,175232.19,401726.66,810561.09,3108.64,3318806.39,10500.63,17547.26
Senegal,1976,27.66283333333333,18448.56,15488.35,303119.8,7191.67,65556.96,2227.99,34644.44
Serbia,1976,9.385916666666668,167316.66,481702.67,645381.79,19878.28,105693.19,7006.41,15798.13
Seychelles,1976,26.669833333333333,1081.9,527.29,5985.19,218.5,1450.6,107.22,272.23
Sierra Leone,1976,25.845250000000004,9114.86,3368.74,257790.34,11492.51,45414.88,3320.79,13807.53
Singapore,1976,26.55875,47314.06,292346.42,74606.01,5021.96,49831.21,2574.74,9530.18
Slovakia,1976,7.421666666666667,146810.45,475425.16,788392.22,23817.94,217382.75,6267.01,49984.42
Slovenia,1976,9.530833333333334,157780.57,50061.41,1248257.87,7471.92,58200.07,1482.23,29393.21
Solomon Islands,1976,26.632416666666668,645.45,579.38,3441.11,273.72,1117.41,90.25,791.43
Somalia,1976,26.621416666666665,16277.22,3937.17,323905.83,17247.24,55751.45,4898.37,67705.61
South Africa,1976,16.963833333333334,862911.02,1579026.65,4378618.9,121820.54,886104.36,58911.65,216619.49
South America,1976,21.768583333333336,2905011.5,5024786.18,24228934.44,657167.68,5657126.56,239770.88,2729569.8
South Korea,1976,11.720166666666666,268355.92,989791.99,521555.67,74163.73,159246.34,47758.71,318415.64
Spain,1976,13.435,1085632.85,2730864.71,2217839.87,23321.84,661404.58,19931.3,376696.37
Sri Lanka,1976,27.151,52514.29,26830.26,853901.64,50882.58,202025.25,13076.31,86976.22
Sudan,1976,27.44633333333333,59051.04,31387.61,1599706.02,35887.67,289278.2,10707.97,154978.54
Suriname,1976,26.229,8645.51,3352.17,28876.7,971.37,5919.79,309.95,2587.25
Sweden,1976,2.113416666666667,283296.28,712786.81,1007876.72,10824.61,318380.62,9924.39,90132.16
Switzerland,1976,7.3615,227220.1,156455.33,1006018.55,6776.06,284415.29,6892.37,100124.17
Syria,1976,17.668166666666668,64211.41,55033.28,212314.42,3079.85,185472.54,5500.71,26597.81
Taiwan,1976,21.93058333333333,165063.34,736529.77,524679.96,20847.86,235896.53,13368.16,105208.4
Tajikistan,1976,3.793333333333333,72589.7,74156.08,412923.57,14429.42,93326.25,2897.83,11173.99
Tanzania,1976,22.431916666666663,41719.85,10452.2,1928947.8,87617.91,287028.72,23635.0,131121.12
Thailand,1976,25.955916666666667,200146.67,333796.82,5030635.14,69565.38,881352.08,28766.16,389574.29
Togo,1976,26.570666666666668,4638.86,938.11,181608.13,5418.67,42065.03,1584.39,13824.08
Tonga,1976,23.376083333333337,329.93,276.83,1203.27,158.74,460.95,46.29,619.91
Tunisia,1976,19.327583333333333,33177.34,42844.75,192501.03,6910.38,79728.89,3330.18,26384.55
Turkey,1976,11.058916666666669,442249.45,796253.52,2395019.54,83330.91,811954.62,25494.12,432323.65
Turkmenistan,1976,14.205833333333333,209037.42,201818.89,343290.93,6406.28,90653.89,3952.58,9277.56
Uganda,1976,23.162166666666668,33679.37,7987.6,1409294.43,45893.58,250376.3,12642.42,85929.06
Ukraine,1976,6.668416666666666,2206643.83,5670952.08,6217260.4,156510.14,1959841.43,71274.82,1051454.08
United Arab Emirates,1976,27.571166666666667,57321.85,25108.27,227117.55,1571.73,736949.93,6509.32,1275.13
United Kingdom,1976,9.090333333333334,2813128.92,4908795.6,8037579.63,47500.84,2153509.16,50979.16,414544.92
United States,1976,8.65125,25805583.84,27379725.29,168243710.8,636662.1,28016717.02,384568.12,2966551.17
Uruguay,1976,16.900333333333332,41596.41,51395.61,213979.64,6287.52,38700.4,2708.67,73402.63
Uzbekistan,1976,11.785333333333334,425884.98,1361279.11,1464483.84,29557.02,135164.74,8365.97,35590.97
Venezuela,1976,25.02325,297423.91,496958.71,4028239.69,13801.82,1439212.07,10309.95,112830.67
Vietnam,1976,23.625833333333333,114231.28,76005.67,5338865.43,122706.8,1062079.95,34756.2,470788.91
Western Sahara,1976,21.59783333333333,199.53,33.01,392.5,383.74,260.59,99.73,1000.76
Yemen,1976,25.949,21193.48,10862.03,115803.61,1180.96,35720.44,1221.58,23933.41
Zambia,1976,20.82625,30346.04,1573996.22,952901.27,23493.97,137124.65,7422.01,44523.26
Zimbabwe,1976,20.691,47372.94,139422.71,851570.59,52173.17,154208.65,15944.25,72481.8
Afghanistan,1977,14.805416666666666,329447.56,9393.35,636109.93,20956.15,268800.24,6533.93,80059.66
Africa,1977,24.27425,2425966.48,4636886.35,39844306.14,1464663.43,9842980.6,497607.61,2941196.9
Albania,1977,13.22325,24746.45,69117.33,216592.87,10903.06,46479.51,1725.06,28839.62
Algeria,1977,23.54608333333333,113909.55,66568.86,494258.28,42932.22,729075.29,39275.25,48917.16
American Samoa,1977,26.78683333333333,232.41,483.68,587.14,27.21,204.47,13.73,115.66
Angola,1977,21.95075,25587.21,14113.14,855227.5,32887.43,227162.77,9952.76,56258.19
Argentina,1977,15.35125,674837.91,318206.64,2344656.42,36731.38,542891.46,28880.14,425320.14
Armenia,1977,8.692083333333334,61247.14,84736.22,317490.64,5255.94,84717.57,1740.0,17711.56
Aruba,1977,28.45441666666667,458.24,582820.11,1908.41,79.67,585.93,47.75,159.49
Asia,1977,7.6295,18905484.83,27422115.22,224118254.5,5034903.95,40752094.78,2301045.13,19216654.92
Australia,1977,21.8925,1112713.41,1475863.69,4475413.06,34300.86,1130186.85,24813.89,389631.15
Austria,1977,6.916,224700.52,308237.61,1221632.93,10316.73,387890.15,5541.58,72810.24
Azerbaijan,1977,11.32775,146458.39,197355.55,300769.14,26264.0,142963.99,6703.77,60180.33
Bahamas,1977,25.34,34892.37,13810.74,74467.89,329.57,11394.84,515.54,943.99
Bahrain,1977,26.550666666666668,16329.61,4860.54,53890.39,150.93,74578.86,383.48,437.22
Bangladesh,1977,25.04658333333333,112079.62,55278.26,1430384.91,61432.09,373748.55,21113.87,478104.86
Barbados,1977,26.75733333333333,4319.7,859.34,7269.69,254.27,2801.93,73.39,1288.65
Belarus,1977,6.040416666666666,369343.29,613421.07,1517150.01,14985.77,828814.41,14404.48,268427.55
Belgium,1977,9.961083333333333,439967.34,774741.62,1748979.57,12179.59,363166.99,12089.0,96120.65
Belize,1977,25.207833333333337,2374.4,306.37,11544.93,238.73,2830.91,50.56,972.29
Benin,1977,27.46175,10135.72,1815.11,269672.95,13782.53,56747.29,3832.27,22058.02
Bhutan,1977,12.00475,7755.77,1670.55,170550.46,691.56,28795.08,184.3,26395.92
Bolivia,1977,21.246666666666663,28562.96,12512.77,387288.66,4394.11,79777.31,1894.96,49998.5
Botswana,1977,22.063916666666668,2770.5,15311.25,68755.97,5142.2,13998.89,1347.56,22435.62
Brazil,1977,25.13233333333333,1349445.85,1131431.98,10569389.31,412825.85,2254281.35,142379.32,1573272.39
British Virgin Islands,1977,26.730833333333333,133.17,43.34,224.48,16.34,83.64,4.3,67.3
Bulgaria,1977,11.05,240895.57,2060399.56,733992.25,17480.91,521591.98,8432.47,169331.78
Burkina Faso,1977,28.34958333333333,13052.33,2701.8,583973.15,27492.43,103373.52,7286.55,43108.95
Burundi,1977,20.419416666666667,6102.29,1339.64,298172.76,14951.9,53753.18,4132.19,19141.15
Cambodia,1977,26.91958333333333,16035.06,5459.02,608903.17,19119.95,113912.91,4822.84,61600.43
Cameroon,1977,24.681166666666662,22920.0,9077.69,632631.9,38942.84,125051.28,10974.47,55055.0
Canada,1977,-3.84075,2712702.15,5025312.58,12811977.63,63276.92,3007443.99,26524.31,344058.95
Cape Verde,1977,24.485250000000004,565.17,530.6,4801.55,749.02,1509.89,265.72,797.08
Cayman Islands,1977,27.081166666666665,353.73,105.43,506.18,12.67,153.44,5.82,63.8
Central African Republic,1977,25.477,4590.39,1133.13,198846.52,8857.73,36024.24,2401.37,15063.22
Chad,1977,26.82733333333333,9643.2,1968.47,266671.69,17582.96,45584.89,4806.26,37140.61
Chile,1977,10.014666666666669,104054.31,1966124.24,1090303.86,25729.73,207983.33,8767.93,72903.87
China,1977,6.851333333333334,4550267.86,10742918.49,121934866.0,1921016.41,12855728.89,1082433.75,7923228.19
Colombia,1977,25.294833333333333,228566.54,138502.84,2975289.57,67538.19,532746.22,21474.89,248666.44
Comoros,1977,26.207166666666662,622.37,305.48,6163.14,1299.52,1597.74,356.3,1015.38
Congo,1977,24.76125,7664.77,3533.74,109944.16,3935.96,38100.23,1654.94,6367.55
Costa Rica,1977,26.115,26909.57,12628.74,230011.77,8824.81,39472.34,2792.7,26335.44
Croatia,1977,11.926416666666666,96751.54,539399.93,669183.01,22856.4,138867.74,3171.05,76933.39
Cuba,1977,25.65691666666667,269943.36,328665.9,1635204.45,29183.41,351151.43,10186.03,118531.77
Cyprus,1977,19.0565,10491.48,23957.47,24117.35,656.84,11540.98,490.23,3691.39
Denmark,1977,-17.61916666666667,320426.36,435334.35,1145704.73,4211.93,207684.08,6891.41,135757.29
Djibouti,1977,29.019416666666668,3247.35,1294.36,24999.3,1240.01,5347.51,383.86,1501.69
Dominica,1977,26.42608333333333,232.02,42.41,1146.42,67.03,445.66,13.23,386.98
Dominican Republic,1977,26.02908333333333,75952.0,52816.89,694778.71,13227.29,125773.84,3642.35,43664.8
Ecuador,1977,22.193,69511.65,42969.61,804114.91,16752.88,188120.62,5670.83,77021.12
Egypt,1977,22.66775,182657.22,271112.6,772408.74,34652.87,381032.52,12958.45,157717.85
El Salvador,1977,25.400166666666667,29594.42,16750.86,657260.21,13921.59,116738.91,3824.83,47661.98
Equatorial Guinea,1977,25.22683333333333,602.55,392.85,21697.22,960.05,3768.52,275.82,979.99
Eritrea,1977,26.823833333333337,2415.99,280.46,95264.94,5025.53,17664.63,1339.15,14407.97
