,Date,LandAverageTemperature,LandMaxTemperature,LandMinTemperature,LandAndOceanAverageTemperature
2126,1927-03-01,4.668,10.565,-1.495,14.084
2127,1927-04-01,8.035,14.007,1.852,15.045
2128,1927-05-01,11.104,16.998,4.873,15.873
2129,1927-06-01,13.271999999999998,19.136,7.106,16.444000000000006
2130,1927-07-01,14.323,20.237,8.283999999999999,16.812
2131,1927-08-01,13.698,19.529,7.696999999999999,16.742
2132,1927-09-01,12.254,18.109,6.26,16.224
2133,1927-10-01,9.887,15.627,4.02,15.435
2134,1927-11-01,6.346,12.072,0.596,14.342
2135,1927-12-01,3.267,8.689,-2.3920000000000003,13.493
2136,1928-01-01,3.0460000000000003,8.290999999999999,-2.631,13.637
2137,1928-02-01,3.333,9.04,-2.609,13.722
2138,1928-03-01,4.959,10.892,-1.247,14.229
2139,1928-04-01,8.244,14.193,2.046,15.126
2140,1928-05-01,11.169,17.060000000000002,4.981000000000001,15.88
2141,1928-06-01,13.113,18.856,7.045,16.355
2142,1928-07-01,14.31,20.005,8.189,16.796
2143,1928-08-01,13.687,19.522,7.797999999999999,16.7
2144,1928-09-01,12.03,17.980999999999998,6.02,16.066
2145,1928-10-01,9.486,15.387,3.549,15.232
2146,1928-11-01,6.336,11.933,0.629,14.276
2147,1928-12-01,3.873,9.186,-1.751,13.568
2148,1929-01-01,2.0540000000000003,7.479999999999999,-3.66,13.137
2149,1929-02-01,2.172,7.837999999999999,-3.883,13.241
2150,1929-03-01,5.099,10.982,-1.131,14.079
2151,1929-04-01,8.094,14.08,1.842,14.987
2152,1929-05-01,10.915,16.906000000000002,4.784000000000002,15.716
2153,1929-06-01,12.928,18.65,6.908,16.328000000000007
2154,1929-07-01,13.957,19.652,8.012,16.59
2155,1929-08-01,13.68,19.548,7.696999999999999,16.671
2156,1929-09-01,11.807,17.598000000000006,5.926,16.092
2157,1929-10-01,9.46,15.217,3.686,15.248
2158,1929-11-01,6.172000000000001,11.757,0.377,14.313
2159,1929-12-01,2.571,7.769,-2.9450000000000003,13.207
2160,1930-01-01,2.401,7.669999999999999,-3.169,13.26
2161,1930-02-01,3.152,8.9,-2.8520000000000003,13.54
2162,1930-03-01,5.483,11.539,-0.5710000000000001,14.326
2163,1930-04-01,8.181999999999999,14.017,2.072,15.081
2164,1930-05-01,11.105,16.87,5.016,15.911
2165,1930-06-01,13.347,19.071,7.295,16.473000000000006
2166,1930-07-01,14.465,20.252,8.415,16.854
2167,1930-08-01,13.928,19.803,7.995999999999999,16.791
2168,1930-09-01,11.874,17.754,5.935,16.25
2169,1930-10-01,9.261,14.941,3.587,15.355
2170,1930-11-01,6.574,12.032,0.8919999999999999,14.505
2171,1930-12-01,3.831,9.066,-1.736,13.724
2172,1931-01-01,2.761,8.059,-2.897,13.529000000000002
2173,1931-02-01,2.708,8.218,-3.123,13.621
2174,1931-03-01,5.22,11.194,-1.006,14.347
2175,1931-04-01,8.163,14.079,2.025,15.116
2176,1931-05-01,11.02,16.805,4.9510000000000005,15.872
2177,1931-06-01,13.573,19.419,7.489000000000001,16.630000000000006
2178,1931-07-01,14.576,20.399,8.665,16.967
2179,1931-08-01,14.12,19.961,8.189,16.887
2180,1931-09-01,12.283,18.078000000000007,6.485,16.294
2181,1931-10-01,9.937,15.718,4.073,15.448
2182,1931-11-01,6.242999999999999,11.63,0.5449999999999999,14.317
2183,1931-12-01,4.027,9.477,-1.5730000000000002,13.711
2184,1932-01-01,3.604,9.159,-2.0540000000000003,13.687
2185,1932-02-01,2.989,8.797,-3.2300000000000004,13.658
2186,1932-03-01,4.94,10.934,-1.164,14.252
2187,1932-04-01,8.769,14.644,2.599,15.335
2188,1932-05-01,11.239,16.865000000000002,5.2250000000000005,16.018
2189,1932-06-01,13.383,19.114,7.257999999999999,16.504
2190,1932-07-01,14.372,20.093,8.416,16.846
2191,1932-08-01,13.74,19.5,7.916999999999999,16.68
2192,1932-09-01,12.31,18.216,6.34,16.262999999999998
2193,1932-10-01,9.682,15.424,3.9,15.28
2194,1932-11-01,5.908,11.550999999999998,0.014,14.175
2195,1932-12-01,3.527,8.888,-2.071,13.558
2196,1933-01-01,2.169,7.379,-3.4530000000000003,13.26
2197,1933-02-01,2.657,8.350999999999999,-3.318,13.505999999999998
2198,1933-03-01,4.869,10.774,-1.27,14.130999999999998
2199,1933-04-01,8.125,14.046,2.003,15.043
2200,1933-05-01,11.047,16.845000000000002,4.988,15.823
2201,1933-06-01,13.11,19.036,7.001,16.337
2202,1933-07-01,14.236,20.037,8.295,16.704
2203,1933-08-01,13.76,19.635,7.858,16.701
2204,1933-09-01,11.854,17.631,6.055,16.024
2205,1933-10-01,9.238,15.172,3.374,15.143
2206,1933-11-01,5.89,11.578,0.0929999999999999,14.130999999999998
2207,1933-12-01,3.104,8.456,-2.533,13.352
2208,1934-01-01,2.476,7.994999999999999,-3.131,13.276
2209,1934-02-01,3.699,9.504,-2.1910000000000003,13.701
2210,1934-03-01,4.8180000000000005,10.835,-1.382,14.072
2211,1934-04-01,8.016,13.996,1.853,15.02
2212,1934-05-01,11.478,17.533,5.260000000000002,15.951
2213,1934-06-01,13.402,19.183,7.4220000000000015,16.578000000000007
2214,1934-07-01,14.343,20.14,8.472000000000001,16.851
2215,1934-08-01,13.778,19.534,8.01,16.740000000000002
2216,1934-09-01,11.727,17.505000000000006,5.899,16.128
2217,1934-10-01,9.421,15.371,3.629,15.332
2218,1934-11-01,6.397,11.736,0.978,14.412
2219,1934-12-01,3.985,9.279,-1.62,13.673
2220,1935-01-01,2.1750000000000003,7.736999999999999,-3.618,13.299
2221,1935-02-01,4.125,9.944,-1.717,13.857
2222,1935-03-01,5.399,11.343,-0.802,14.269
2223,1935-04-01,7.770999999999999,13.81,1.551,15.013
2224,1935-05-01,10.906,16.880000000000006,4.755000000000001,15.848
2225,1935-06-01,13.326,19.1,7.1930000000000005,16.504
2226,1935-07-01,14.331,20.173,8.437999999999999,16.848
2227,1935-08-01,13.775,19.657,7.830999999999999,16.715
2228,1935-09-01,11.999,17.896,6.042000000000001,16.143
2229,1935-10-01,9.516,15.379,3.7,15.311
2230,1935-11-01,5.443,10.849,-0.23,14.069
2231,1935-12-01,3.423,8.675,-2.09,13.55
2232,1936-01-01,2.249,7.805999999999999,-3.53,13.26
2233,1936-02-01,2.506,8.253,-3.458,13.533
2234,1936-03-01,5.031000000000001,11.032,-1.154,14.206
2235,1936-04-01,8.126999999999999,14.082,1.976,15.089
2236,1936-05-01,11.251,17.076,5.23,15.935
2237,1936-06-01,13.363,19.171,7.287999999999999,16.524
2238,1936-07-01,14.629,20.443,8.704,16.928
2239,1936-08-01,13.86,19.691,7.9289999999999985,16.811
2240,1936-09-01,12.021,17.91,6.064,16.191
2241,1936-10-01,9.457,15.316,3.658,15.412
2242,1936-11-01,6.2330000000000005,11.814,0.407,14.338
2243,1936-12-01,3.921,9.181,-1.4409999999999998,13.767
2244,1937-01-01,2.4530000000000003,7.879,-3.216,13.417
2245,1937-02-01,3.553,9.237,-2.387,13.904000000000002
2246,1937-03-01,4.851,10.731,-1.413,14.276
2247,1937-04-01,8.139999999999999,14.025,2.001,15.228
2248,1937-05-01,11.422,17.358,5.1690000000000005,16.051
2249,1937-06-01,13.603,19.558,7.4540000000000015,16.679000000000002
2250,1937-07-01,14.375,20.154,8.41,17.054000000000002
2251,1937-08-01,14.007,19.85,8.145,16.941
2252,1937-09-01,12.412999999999998,18.377,6.419,16.402
2253,1937-10-01,9.729,15.635,4.002,15.523
2254,1937-11-01,6.356,11.913,0.612,14.447
2255,1937-12-01,3.478,8.999,-2.196,13.684
2256,1938-01-01,2.91,8.415999999999999,-2.5970000000000004,13.595999999999998
2257,1938-02-01,3.417,9.138,-2.518,13.827
2258,1938-03-01,5.651,11.616,-0.4310000000000001,14.491
2259,1938-04-01,8.913,14.984000000000002,2.968,15.363
2260,1938-05-01,11.456,17.429000000000002,5.4270000000000005,16.000999999999998
2261,1938-06-01,13.321,18.989,7.417999999999999,16.607000000000006
2262,1938-07-01,14.482,20.249,8.612,16.871
2263,1938-08-01,13.963,19.85,8.097000000000001,16.904
2264,1938-09-01,12.427,18.311,6.468,16.367
2265,1938-10-01,9.784,15.734000000000002,3.984,15.526
2266,1938-11-01,6.53,12.161,0.969,14.408
2267,1938-12-01,3.51,8.922,-2.0010000000000003,13.556
2268,1939-01-01,2.932,8.53,-2.7710000000000004,13.537999999999998
2269,1939-02-01,3.232,9.048,-2.535,13.757
2270,1939-03-01,4.926,10.836,-1.1,14.273
2271,1939-04-01,8.328,14.44,2.271,15.296
2272,1939-05-01,11.524,17.489,5.362,16.174
2273,1939-06-01,13.531,19.47,7.510000000000002,16.712
2274,1939-07-01,14.395,20.26,8.616999999999999,16.988
2275,1939-08-01,13.932,19.807,8.011000000000001,16.892
2276,1939-09-01,11.957999999999998,17.922,5.907,16.3
2277,1939-10-01,9.218,14.963,3.479,15.232
2278,1939-11-01,6.189,11.742,0.5549999999999999,14.379
2279,1939-12-01,4.959,10.629,-0.7380000000000001,14.087
2280,1940-01-01,2.335,7.941999999999998,-3.35,13.576
2281,1940-02-01,3.423,9.25,-2.488,13.932
2282,1940-03-01,5.424,11.402,-0.622,14.48
2283,1940-04-01,8.756,14.793,2.722,15.452
2284,1940-05-01,11.338,17.273,5.202000000000001,16.08
2285,1940-06-01,13.583,19.501,7.532,16.725
2286,1940-07-01,14.571,20.408,8.51,17.123
2287,1940-08-01,13.811,19.662,7.9369999999999985,16.945999999999998
2288,1940-09-01,12.268,18.186,6.377000000000001,16.43
2289,1940-10-01,9.457,15.273,3.762,15.384
2290,1940-11-01,6.0760000000000005,11.667,0.52,14.377
2291,1940-12-01,4.134,9.592,-1.418,13.96
2292,1941-01-01,2.7350000000000003,8.347999999999999,-3.01,13.622
2293,1941-02-01,3.67,9.439,-2.234,13.946000000000002
2294,1941-03-01,5.212999999999999,11.152,-0.901,14.425
2295,1941-04-01,8.575,14.429,2.616,15.407
2296,1941-05-01,11.493,17.259,5.582000000000002,16.152
2297,1941-06-01,13.63,19.447,7.6960000000000015,16.753
2298,1941-07-01,14.694,20.578000000000003,8.738999999999999,17.131
2299,1941-08-01,14.028,19.853,8.133999999999999,16.915
2300,1941-09-01,11.816,17.813000000000006,5.973,16.19
2301,1941-10-01,9.71,15.504,3.988,15.629
2302,1941-11-01,5.952999999999999,11.536,0.265,14.475
2303,1941-12-01,3.707,9.076,-1.87,13.970999999999998
2304,1942-01-01,3.103,8.715,-2.609,13.821
2305,1942-02-01,2.857,8.544,-2.883,13.773
2306,1942-03-01,5.308,11.264,-0.7709999999999999,14.538
2307,1942-04-01,8.415999999999999,14.453,2.401,15.307
2308,1942-05-01,11.338,17.195999999999998,5.3980000000000015,16.147000000000002
2309,1942-06-01,13.578,19.417,7.721,16.729000000000006
2310,1942-07-01,14.242,20.107,8.516,16.902
2311,1942-08-01,13.786,19.603,8.042,16.766000000000002
2312,1942-09-01,12.146,18.143,6.151,16.265
2313,1942-10-01,9.627,15.452,3.864,15.358
2314,1942-11-01,6.3950000000000005,12.149,0.6849999999999999,14.425999999999998
2315,1942-12-01,3.945,9.368,-1.4740000000000002,13.872
2316,1943-01-01,2.396,8.017000000000001,-3.2830000000000004,13.522
2317,1943-02-01,3.513,9.468,-2.37,13.939
2318,1943-03-01,5.138,11.123,-0.812,14.371
2319,1943-04-01,8.638,14.654000000000002,2.719,15.335
2320,1943-05-01,11.485,17.401,5.5230000000000015,16.123
2321,1943-06-01,13.161,19.036,7.314,16.596
2322,1943-07-01,14.46,20.394,8.503,16.95
2323,1943-08-01,13.774,19.68,7.985999999999999,16.912
2324,1943-09-01,12.095999999999998,18.029000000000003,6.325,16.285
2325,1943-10-01,9.907,15.859000000000002,4.0680000000000005,15.62
2326,1943-11-01,6.26,11.87,0.5920000000000001,14.53
2327,1943-12-01,4.2330000000000005,9.705,-1.3259999999999998,13.957
2328,1944-01-01,3.504,9.037,-1.9290000000000005,13.819
2329,1944-02-01,3.591,9.407,-2.123,14.023
2330,1944-03-01,5.531000000000001,11.517,-0.4,14.632
2331,1944-04-01,8.434,14.577,2.337,15.432
2332,1944-05-01,11.334,17.483,5.327999999999999,16.212
2333,1944-06-01,13.478,19.508,7.491,16.772000000000002
2334,1944-07-01,14.468,20.493,8.652000000000001,17.119
2335,1944-08-01,14.017,20.108,8.075999999999999,17.117
2336,1944-09-01,12.45,18.453000000000007,6.614,16.472
2337,1944-10-01,9.808,15.732,4.032,15.623
2338,1944-11-01,6.091,11.515,0.607,14.401
2339,1944-12-01,3.434,8.895999999999997,-1.969,13.767
2340,1945-01-01,2.525,8.126999999999999,-2.907,13.586
2341,1945-02-01,2.6460000000000004,8.373,-3.044,13.747
2342,1945-03-01,5.184,11.182,-0.898,14.462
2343,1945-04-01,8.681000000000001,14.727,2.6010000000000004,15.431
2344,1945-05-01,11.097,17.214000000000002,5.008,16.064
2345,1945-06-01,13.328,19.407,7.366,16.660999999999998
2346,1945-07-01,14.213,20.142,8.352,16.910999999999998
2347,1945-08-01,14.313,20.189,8.412999999999998,17.105999999999998
2348,1945-09-01,12.225,18.078000000000007,6.414,16.358
2349,1945-10-01,9.575,15.458,3.83,15.574000000000002
2350,1945-11-01,6.073,11.697,0.47,14.453
2351,1945-12-01,3.158,8.671,-2.337,13.616
2352,1946-01-01,2.979,8.484,-2.547,13.638
2353,1946-02-01,3.4610000000000003,9.259,-2.389,13.816
2354,1946-03-01,5.236000000000001,11.244000000000002,-0.8390000000000001,14.514
2355,1946-04-01,8.837,14.909,2.7110000000000003,15.441
2356,1946-05-01,11.355,17.275000000000002,5.323,15.994000000000002
2357,1946-06-01,13.298,19.086,7.197,16.512999999999998
2358,1946-07-01,14.409,20.265,8.427,16.944000000000003
2359,1946-08-01,13.834,19.783,7.997999999999998,16.717000000000002
2360,1946-09-01,12.064,17.921000000000006,6.263999999999999,16.252
2361,1946-10-01,9.281,15.175,3.577,15.437
2362,1946-11-01,6.235,11.863,0.5549999999999999,14.359000000000002
2363,1946-12-01,3.134,8.514,-2.31,13.528
2364,1947-01-01,2.597,8.109,-2.992,13.532
2365,1947-02-01,3.277,9.045,-2.668,13.832
2366,1947-03-01,5.801,11.8,-0.367,14.54
2367,1947-04-01,8.686,14.734000000000002,2.738,15.373
2368,1947-05-01,11.329,17.266000000000002,5.263000000000001,16.089000000000002
2369,1947-06-01,13.459,19.361,7.452000000000001,16.701
2370,1947-07-01,14.349,20.126,8.35,16.973
2371,1947-08-01,13.827,19.541,8.001999999999999,16.804000000000002
2372,1947-09-01,12.166,17.959000000000003,6.355,16.261
2373,1947-10-01,10.011,15.797,4.313,15.49
2374,1947-11-01,6.407,11.925999999999998,0.913,14.435
2375,1947-12-01,3.656,9.086,-1.784,13.692
2376,1948-01-01,3.366,9.136,-2.3520000000000003,13.666
2377,1948-02-01,3.22,9.034,-2.613,13.692
2378,1948-03-01,4.9190000000000005,10.852,-1.039,14.284
2379,1948-04-01,8.498999999999999,14.384,2.617,15.265999999999998
2380,1948-05-01,11.537,17.592000000000002,5.5150000000000015,16.173
2381,1948-06-01,13.664,19.614,7.585,16.742
2382,1948-07-01,14.445,20.334,8.625,16.938
2383,1948-08-01,13.896,19.87,7.964999999999999,16.902
2384,1948-09-01,12.155,18.217,6.209,16.243
2385,1948-10-01,9.584,15.52,3.812,15.389
2386,1948-11-01,6.1850000000000005,11.853,0.691,14.299
2387,1948-12-01,3.491,8.981,-2.03,13.54
2388,1949-01-01,3.2190000000000003,8.837,-2.4280000000000004,13.704
2389,1949-02-01,2.759,8.517999999999999,-3.003,13.686
2390,1949-03-01,5.077,10.981,-0.773,14.322
2391,1949-04-01,8.344,14.41,2.364,15.312
2392,1949-05-01,11.309,17.195999999999998,5.444000000000001,16.063
2393,1949-06-01,13.223,19.064,7.388999999999999,16.467000000000002
2394,1949-07-01,14.199000000000002,20.128,8.297,16.807000000000002
2395,1949-08-01,13.826,19.77,8.004,16.796
2396,1949-09-01,11.957,17.969,6.0520000000000005,16.177
2397,1949-10-01,9.531,15.439,3.719,15.375
2398,1949-11-01,6.148,11.821,0.453,14.331
2399,1949-12-01,3.449,8.843,-1.892,13.633
2400,1950-01-01,2.008,7.611000000000001,-3.622,13.311
2401,1950-02-01,2.721,8.475,-3.013,13.554
2402,1950-03-01,5.247000000000001,11.173,-0.6930000000000001,14.296
2403,1950-04-01,8.123,14.157,2.043,15.093
2404,1950-05-01,11.297,17.252000000000002,5.421,16.033
2405,1950-06-01,13.382,19.29,7.501,16.66
2406,1950-07-01,14.14,19.882,8.417,16.980999999999998
2407,1950-08-01,13.46,19.39,7.728999999999999,16.730999999999998
2408,1950-09-01,11.952,17.737000000000005,6.205,16.124000000000002
2409,1950-10-01,9.153,14.918,3.452,15.245
2410,1950-11-01,5.372000000000001,11.077,-0.4259999999999999,14.06
2411,1950-12-01,3.528,9.123,-2.071,13.586
2412,1951-01-01,2.138,7.77,-3.5210000000000004,13.341
2413,1951-02-01,2.332,8.163,-3.661,13.488
2414,1951-03-01,5.091,11.074000000000002,-1.0870000000000002,14.278
2415,1951-04-01,8.366999999999999,14.538,2.191,15.198
2416,1951-05-01,11.438,17.371000000000002,5.376,16.158
2417,1951-06-01,13.25,19.16,7.312,16.768
2418,1951-07-01,14.324000000000002,20.225,8.416,17.046
2419,1951-08-01,14.021,19.81,8.033,17.081
2420,1951-09-01,12.324000000000002,18.362,6.4270000000000005,16.43
2421,1951-10-01,9.67,15.149,4.047,15.529000000000002
2422,1951-11-01,6.2250000000000005,11.752,0.457,14.422
2423,1951-12-01,4.327999999999999,9.788,-1.162,13.995
2424,1952-01-01,3.049,8.655999999999999,-2.579,13.762
2425,1952-02-01,3.3960000000000004,9.113,-2.4250000000000003,14.009
2426,1952-03-01,4.9670000000000005,10.96,-1.193,14.373
2427,1952-04-01,8.461,14.565,2.445,15.363
2428,1952-05-01,11.352,17.289,5.394,16.129
2429,1952-06-01,13.442,19.426,7.626,16.750999999999998
2430,1952-07-01,14.549,20.416,8.754,17.067999999999998
2431,1952-08-01,13.964,19.753,8.161,16.952
2432,1952-09-01,12.238,18.109,6.379,16.395
2433,1952-10-01,9.157,15.032,3.294,15.434
2434,1952-11-01,5.425,11.017,-0.164,14.334
2435,1952-12-01,3.659,9.215,-1.85,13.787
2436,1953-01-01,2.964,8.540999999999999,-2.629,13.642
2437,1953-02-01,3.629,9.51,-2.1820000000000004,14.02
2438,1953-03-01,5.712000000000001,11.677,-0.22,14.561
2439,1953-04-01,8.892000000000001,14.813,2.9130000000000003,15.518
2440,1953-05-01,11.514,17.358,5.53,16.266
2441,1953-06-01,13.612,19.461,7.749,16.89
2442,1953-07-01,14.392,20.254,8.565,17.088
2443,1953-08-01,14.059,19.803,8.25,16.985
2444,1953-09-01,12.199000000000002,18.145000000000003,6.287999999999999,16.418
2445,1953-10-01,9.59,15.367,3.908,15.470999999999998
2446,1953-11-01,5.924,11.376,0.419,14.332
2447,1953-12-01,3.998,9.366,-1.2990000000000002,13.862
2448,1954-01-01,2.059,7.672999999999999,-3.5810000000000004,13.38
2449,1954-02-01,3.084,8.863,-2.6740000000000004,13.783
2450,1954-03-01,5.148,11.148,-0.865,14.385
2451,1954-04-01,8.158,13.973,2.424,15.226
2452,1954-05-01,10.988,16.784000000000002,5.1960000000000015,15.970999999999998
2453,1954-06-01,13.4,19.213,7.62,16.609
2454,1954-07-01,14.241,20.015,8.543,16.851
2455,1954-08-01,13.868,19.588,8.184,16.816
2456,1954-09-01,12.098,17.852,6.367999999999999,16.223
2457,1954-10-01,9.546,15.26,3.902,15.423
2458,1954-11-01,6.579,12.155,1.046,14.48
2459,1954-12-01,3.559,8.915,-1.773,13.62
2460,1955-01-01,3.412,8.914,-2.028,13.717
2461,1955-02-01,3.137,8.966000000000001,-2.71,13.718
2462,1955-03-01,4.585,10.377,-1.4269999999999998,14.179
2463,1955-04-01,8.136000000000001,13.914,2.2230000000000003,15.119000000000002
2464,1955-05-01,11.191999999999998,17.110000000000007,5.504,15.882
2465,1955-06-01,13.56,19.218,7.735,16.555
2466,1955-07-01,14.242,19.959,8.579,16.809
2467,1955-08-01,14.283,19.857,8.302999999999999,16.899
2468,1955-09-01,11.954,17.859,6.405,16.148
2469,1955-10-01,9.735,15.446,3.923,15.333
2470,1955-11-01,5.973,11.527,0.0839999999999999,14.211
2471,1955-12-01,3.306,8.802,-2.254,13.522
2472,1956-01-01,2.466,7.909,-3.055,13.444
2473,1956-02-01,2.781,8.555,-3.131,13.626
2474,1956-03-01,4.888999999999999,10.836,-1.028,14.231
2475,1956-04-01,7.922000000000001,13.848,2.043,15.029000000000002
2476,1956-05-01,10.720999999999998,16.734,5.083,15.823
2477,1956-06-01,13.16,18.939,7.309,16.472
2478,1956-07-01,14.18,19.952,8.603,16.830000000000002
2479,1956-08-01,13.189,18.967,7.512999999999999,16.605
2480,1956-09-01,11.783,17.500999999999998,5.872000000000001,16.088
2481,1956-10-01,8.927999999999997,14.667,3.173,15.159
2482,1956-11-01,5.738,11.414,0.134,14.261
2483,1956-12-01,3.5980000000000003,8.962,-1.775,13.704
2484,1957-01-01,2.488,8.004999999999999,-2.97,13.473
2485,1957-02-01,3.12,8.708,-2.51,13.804
2486,1957-03-01,5.0360000000000005,10.986,-0.916,14.380999999999998
2487,1957-04-01,8.366,14.094,2.426,15.324000000000002
2488,1957-05-01,11.259,17.054000000000002,5.4300000000000015,16.215999999999998
2489,1957-06-01,13.783,19.473,7.811,16.878
2490,1957-07-01,14.129,19.828,8.382,17.034000000000002
2491,1957-08-01,14.082,19.792,8.263,17.049
2492,1957-09-01,12.312,18.065,6.407,16.38
2493,1957-10-01,9.496,15.049,3.801,15.463
2494,1957-11-01,6.391,11.849,0.831,14.515999999999998
2495,1957-12-01,4.327999999999999,9.68,-0.943,13.970999999999998
2496,1958-01-01,3.5740000000000003,8.977,-1.7720000000000002,13.880999999999998
2497,1958-02-01,3.695,9.546,-1.949,14.071000000000002
2498,1958-03-01,5.452999999999999,11.321,-0.5489999999999999,14.547
2499,1958-04-01,8.52,14.392,2.57,15.359000000000002
2500,1958-05-01,11.518999999999998,17.355,5.625,16.18
2501,1958-06-01,13.187,19.028,7.427,16.619
2502,1958-07-01,14.438,20.121,8.839,17.039
2503,1958-08-01,13.597,19.399,8.048,16.832
2504,1958-09-01,11.845,17.549000000000003,6.204,16.284000000000002
2505,1958-10-01,9.375,15.094,3.742,15.437
2506,1958-11-01,6.26,11.718,0.746,14.507
2507,1958-12-01,3.822,9.23,-1.5570000000000002,13.829
2508,1959-01-01,2.959,8.389999999999999,-2.406,13.636
2509,1959-02-01,3.33,9.004,-2.225,13.873
2510,1959-03-01,5.854,11.728,-0.071,14.612
2511,1959-04-01,8.818999999999997,14.752,2.807,15.439
2512,1959-05-01,11.323,17.164,5.5360000000000005,16.122
2513,1959-06-01,13.577,19.379,7.747999999999999,16.776
2514,1959-07-01,14.449000000000002,20.236,8.854,17.002
2515,1959-08-01,13.853,19.532,8.321,16.908
2516,1959-09-01,11.946,17.663,6.343999999999999,16.278
2517,1959-10-01,9.16,14.767,3.5860000000000003,15.405
2518,1959-11-01,5.752000000000001,11.261,0.302,14.272
2519,1959-12-01,3.77,9.122,-1.493,13.763
2520,1960-01-01,2.713,8.222000000000001,-2.623,13.553
2521,1960-02-01,3.798,9.748,-1.92,13.956
2522,1960-03-01,4.303,10.216,-1.6769999999999998,14.145
2523,1960-04-01,8.133,13.955,2.229,15.19
2524,1960-05-01,10.872,16.71,5.0440000000000005,15.956
2525,1960-06-01,13.484000000000002,19.306,7.729,16.67
2526,1960-07-01,14.198,19.884,8.491999999999999,16.985
2527,1960-08-01,13.825,19.604,8.241999999999999,16.969
2528,1960-09-01,12.095,17.855999999999998,6.497999999999999,16.382
2529,1960-10-01,9.497,15.235,3.8,15.456
2530,1960-11-01,5.827999999999999,11.433,0.355,14.313
2531,1960-12-01,4.259,9.64,-0.978,13.928
2532,1961-01-01,2.926,8.379999999999999,-2.383,13.664
2533,1961-02-01,3.683,9.299,-1.895,14.058
2534,1961-03-01,5.589,11.478,-0.2710000000000001,14.609000000000002
2535,1961-04-01,8.631,14.497,2.817,15.444
2536,1961-05-01,11.624,17.592000000000002,5.729,16.241
2537,1961-06-01,13.702,19.598,7.796,16.810000000000002
2538,1961-07-01,14.288,20.014,8.664,16.987000000000002
2539,1961-08-01,13.849,19.606,8.229999999999999,16.917
2540,1961-09-01,12.247,17.987000000000005,6.525,16.309
2541,1961-10-01,9.328,15.057,3.508,15.401
2542,1961-11-01,6.205,11.655,0.74,14.437
2543,1961-12-01,3.5,9.016,-1.915,13.682
2544,1962-01-01,3.003,8.657,-2.5090000000000003,13.655
2545,1962-02-01,3.696,9.547,-2.045,14.003
2546,1962-03-01,5.53,11.537,-0.416,14.522
2547,1962-04-01,8.54,14.473,2.576,15.353
2548,1962-05-01,11.128,17.040000000000006,5.195,16.041
2549,1962-06-01,13.427,19.35,7.456,16.679000000000002
2550,1962-07-01,14.205,20.054,8.451,16.952
2551,1962-08-01,13.713,19.553,7.940999999999999,16.830000000000002
2552,1962-09-01,12.018,17.845000000000006,6.313,16.246
2553,1962-10-01,9.468,15.226,3.774,15.429
2554,1962-11-01,6.283,11.775,0.7969999999999999,14.421
2555,1962-12-01,3.94,9.425,-1.4300000000000002,13.776
2556,1963-01-01,2.901,8.671,-2.6790000000000003,13.594
2557,1963-02-01,4.02,9.95,-1.685,14.014
2558,1963-03-01,5.097,11.043,-0.895,14.357
2559,1963-04-01,8.173,13.914,2.35,15.216
2560,1963-05-01,11.045,16.819000000000006,5.234,16.05
2561,1963-06-01,13.412,19.276,7.604,16.675
2562,1963-07-01,14.505999999999998,20.229,8.797,17.089000000000002
2563,1963-08-01,14.309,20.009,8.471,17.061
2564,1963-09-01,12.555,18.306,6.724,16.48
2565,1963-10-01,9.943,15.716,4.3260000000000005,15.587
2566,1963-11-01,6.561,12.068,1.31,14.58
2567,1963-12-01,3.75,9.346,-1.666,13.817
2568,1964-01-01,2.881,8.383999999999999,-2.5490000000000004,13.595
2569,1964-02-01,3.028,8.791,-2.613,13.73
2570,1964-03-01,4.865,10.97,-1.152,14.255999999999998
2571,1964-04-01,7.922000000000001,13.794,2.152,15.062
2572,1964-05-01,10.905,16.801000000000002,5.202000000000001,15.856
2573,1964-06-01,13.459,19.275,7.536,16.590999999999998
2574,1964-07-01,14.300999999999998,20.065,8.572000000000001,16.784000000000002
2575,1964-08-01,13.678,19.386,8.049999999999999,16.634
2576,1964-09-01,11.604,17.394000000000002,6.11,16.002
2577,1964-10-01,8.831999999999997,14.654000000000002,3.218,15.171
2578,1964-11-01,5.9830000000000005,11.609000000000002,0.483,14.202
2579,1964-12-01,3.458,8.759,-1.783,13.522
2580,1965-01-01,2.862,8.418,-2.526,13.545
2581,1965-02-01,3.036,8.907,-2.822,13.698
2582,1965-03-01,5.182,11.22,-0.7350000000000001,14.285
2583,1965-04-01,7.989999999999998,13.841,2.168,15.095
2584,1965-05-01,11.222,17.168000000000006,5.2620000000000005,16.007
2585,1965-06-01,13.308,19.126,7.483,16.532
2586,1965-07-01,14.078,19.869,8.376,16.762
2587,1965-08-01,13.807,19.583,8.184,16.803
2588,1965-09-01,11.73,17.407,6.096,16.154
2589,1965-10-01,9.488,15.11,3.8,15.406
2590,1965-11-01,5.86,11.337,0.354,14.287
2591,1965-12-01,3.766,9.235,-1.543,13.775
2592,1966-01-01,2.49,8.049,-3.0410000000000004,13.495
2593,1966-02-01,3.29,9.004999999999997,-2.4210000000000003,13.81
2594,1966-03-01,5.527,11.296,-0.42,14.445
2595,1966-04-01,8.161,13.951,2.331,15.254
2596,1966-05-01,11.2,17.07,5.189,15.987
